,Date,home,visitor,hgoal,vgoal,goaldiff,result
1256,22/08/2015,Portland Timbers,Houston Dynamo,2,2,0,0
1257,22/08/2015,Toronto FC,Orlando City,5,0,5,1
1258,23/08/2015,DC United,San Jose Earthquakes,0,2,-2,-1
1259,23/08/2015,Columbus Crew,Sporting Kansas City,3,2,1,1
1260,23/08/2015,Montreal Impact,Philadelphia Union,0,1,-1,-1
1261,23/08/2015,Chicago Fire,Colorado Rapids,0,1,-1,-1
1262,23/08/2015,Real Salt Lake,Seattle Sounders,2,0,2,1
1263,23/08/2015,Vancouver Whitecaps,FC Dallas,1,0,1,1
1264,23/08/2015,Los Angeles Galaxy,New York City,5,1,4,1
1265,27/08/2015,Chicago Fire,New York Red Bulls,3,2,1,1
1266,27/08/2015,Colorado Rapids,Houston Dynamo,2,1,1,1
1267,29/08/2015,San Jose Earthquakes,Los Angeles Galaxy,1,0,1,1
1268,29/08/2015,New York City,Columbus Crew,1,2,-1,-1
1269,29/08/2015,Toronto FC,Montreal Impact,2,1,1,1
1270,30/08/2015,Philadelphia Union,New England Revolution,0,1,-1,-1
1271,30/08/2015,Orlando City,Chicago Fire,1,1,0,0
1272,30/08/2015,Colorado Rapids,Sporting Kansas City,2,1,1,1
1273,30/08/2015,FC Dallas,Real Salt Lake,2,0,2,1
1274,30/08/2015,Houston Dynamo,Vancouver Whitecaps,2,0,2,1
1275,30/08/2015,Seattle Sounders,Portland Timbers,2,1,1,1
1276,31/08/2015,New York Red Bulls,DC United,3,0,3,1
1277,06/09/2015,New England Revolution,Orlando City,3,0,3,1
1278,06/09/2015,Montreal Impact,Chicago Fire,4,3,1,1
1279,06/09/2015,Seattle Sounders,Toronto FC,2,1,1,1
1280,06/09/2015,San Jose Earthquakes,Philadelphia Union,1,2,-1,-1
1281,07/09/2015,Columbus Crew,FC Dallas,0,3,-3,-1
1282,10/09/2015,Vancouver Whitecaps,Colorado Rapids,2,0,2,1
1283,10/09/2015,Portland Timbers,Sporting Kansas City,0,0,0,0
1284,12/09/2015,New York Red Bulls,Chicago Fire,3,2,1,1
1285,13/09/2015,Philadelphia Union,Columbus Crew,1,2,-1,-1
1286,13/09/2015,FC Dallas,New York City,2,1,1,1
1287,13/09/2015,Houston Dynamo,Real Salt Lake,1,3,-2,-1
1288,13/09/2015,Colorado Rapids,DC United,1,1,0,0
1289,13/09/2015,Los Angeles Galaxy,Montreal Impact,0,0,0,0
1290,13/09/2015,San Jose Earthquakes,Seattle Sounders,1,1,0,0
1291,13/09/2015,Toronto FC,New England Revolution,1,3,-2,-1
1292,14/09/2015,Orlando City,Sporting Kansas City,3,1,2,1
1293,17/09/2015,New England Revolution,New York Red Bulls,2,1,1,1
1294,17/09/2015,New York City,Toronto FC,2,0,2,1
1295,17/09/2015,San Jose Earthquakes,Montreal Impact,1,1,0,0
1296,19/09/2015,Sporting Kansas City,FC Dallas,3,1,2,1
1297,19/09/2015,Toronto FC,Colorado Rapids,3,1,2,1
1298,20/09/2015,DC United,Columbus Crew,1,2,-1,-1
1299,20/09/2015,New York City,San Jose Earthquakes,3,2,1,1
1300,20/09/2015,Vancouver Whitecaps,Seattle Sounders,0,3,-3,-1
1301,20/09/2015,Montreal Impact,New England Revolution,3,0,3,1
1302,20/09/2015,Chicago Fire,Orlando City,0,1,-1,-1
1303,20/09/2015,Real Salt Lake,Los Angeles Galaxy,3,0,3,1
1304,20/09/2015,Portland Timbers,New York Red Bulls,0,2,-2,-1
1305,21/09/2015,Philadelphia Union,Houston Dynamo,2,0,2,1
1306,24/09/2015,Montreal Impact,Chicago Fire,2,1,1,1
1307,24/09/2015,Houston Dynamo,Sporting Kansas City,1,0,1,1
1308,26/09/2015,New York Red Bulls,Orlando City,2,5,-3,-1
1309,26/09/2015,Toronto FC,Chicago Fire,3,2,1,1
1310,26/09/2015,Montreal Impact,DC United,2,0,2,1
1311,27/09/2015,Columbus Crew,Portland Timbers,1,2,-1,-1
1312,27/09/2015,New England Revolution,Philadelphia Union,1,1,0,0
1313,27/09/2015,Houston Dynamo,Colorado Rapids,3,2,1,1
1314,27/09/2015,Vancouver Whitecaps,New York City,1,2,-1,-1
1315,27/09/2015,Sporting Kansas City,Seattle Sounders,1,1,0,0
1316,28/09/2015,San Jose Earthquakes,Real Salt Lake,1,0,1,1
1317,28/09/2015,Los Angeles Galaxy,FC Dallas,3,2,1,1
1318,03/10/2015,DC United,New York City,2,1,1,1
1319,03/10/2015,Toronto FC,Philadelphia Union,3,1,2,1
1320,04/10/2015,New York Red Bulls,Columbus Crew,2,1,1,1
1321,04/10/2015,Orlando City,Montreal Impact,2,1,1,1
1322,04/10/2015,Chicago Fire,New England Revolution,3,1,2,1
1323,04/10/2015,Portland Timbers,Sporting Kansas City,0,1,-1,-1
1324,04/10/2015,San Jose Earthquakes,Vancouver Whitecaps,1,1,0,0
1325,04/10/2015,FC Dallas,Houston Dynamo,4,1,3,1
1326,05/10/2015,Colorado Rapids,Real Salt Lake,1,2,-1,-1
1327,05/10/2015,Seattle Sounders,Los Angeles Galaxy,1,1,0,0
1328,08/10/2015,New York Red Bulls,Montreal Impact,2,1,1,1
1329,08/10/2015,Vancouver Whitecaps,FC Dallas,0,0,0,0
1330,10/10/2015,Colorado Rapids,Montreal Impact,0,1,-1,-1
1331,15/10/2015,Toronto FC,New York Red Bulls,2,1,1,1
1332,15/10/2015,FC Dallas,Vancouver Whitecaps,2,0,2,1
1333,15/10/2015,Real Salt Lake,Portland Timbers,0,1,-1,-1
1334,17/10/2015,Orlando City,New York City,2,1,1,1
1335,17/10/2015,San Jose Earthquakes,Sporting Kansas City,1,0,1,1
1336,17/10/2015,Toronto FC,Columbus Crew,0,2,-2,-1
1337,18/10/2015,New England Revolution,Montreal Impact,0,1,-1,-1
1338,18/10/2015,Real Salt Lake,FC Dallas,0,1,-1,-1
1339,18/10/2015,DC United,Chicago Fire,4,0,4,1
1340,18/10/2015,New York Red Bulls,Philadelphia Union,4,1,3,1
1341,18/10/2015,Houston Dynamo,Seattle Sounders,1,1,0,0
1342,19/10/2015,Los Angeles Galaxy,Portland Timbers,2,5,-3,-1
1343,22/10/2015,Sporting Kansas City,Colorado Rapids,0,2,-2,-1
1344,25/10/2015,Columbus Crew,DC United,5,0,5,1
1345,25/10/2015,Montreal Impact,Toronto FC,2,1,1,1
1346,25/10/2015,New York City,New England Revolution,1,3,-2,-1
1347,25/10/2015,Philadelphia Union,Orlando City,1,0,1,1
1348,25/10/2015,Chicago Fire,New York Red Bulls,1,2,-1,-1
1349,25/10/2015,FC Dallas,San Jose Earthquakes,2,1,1,1
1350,25/10/2015,Portland Timbers,Colorado Rapids,4,1,3,1
1351,25/10/2015,Seattle Sounders,Real Salt Lake,3,1,2,1
1352,25/10/2015,Sporting Kansas City,Los Angeles Galaxy,2,1,1,1
1353,25/10/2015,Vancouver Whitecaps,Houston Dynamo,3,0,3,1
1354,28/10/2015,DC United,New England Revolution,2,1,1,1
1355,29/10/2015,Seattle Sounders,Los Angeles Galaxy,3,2,1,1
1356,29/10/2015,Montreal Impact,Toronto FC,3,0,3,1
1357,30/10/2015,Portland Timbers,Sporting Kansas City,1,1,0,0
1358,01/11/2015,DC United,New York Red Bulls,0,1,-1,-1
1359,01/11/2015,Portland Timbers,Vancouver Whitecaps,0,0,0,0
1360,02/11/2015,Montreal Impact,Columbus Crew,2,1,1,1
1361,02/11/2015,Seattle Sounders,FC Dallas,2,1,1,1
1362,08/11/2015,New York Red Bulls,DC United,1,0,1,1
1363,08/11/2015,Columbus Crew,Montreal Impact,2,1,1,1
1364,09/11/2015,FC Dallas,Seattle Sounders,2,1,1,1
1365,09/11/2015,Vancouver Whitecaps,Portland Timbers,0,2,-2,-1
1366,22/11/2015,Columbus Crew,New York Red Bulls,2,0,2,1
1367,23/11/2015,Portland Timbers,FC Dallas,3,1,2,1
1368,29/11/2015,FC Dallas,Portland Timbers,2,2,0,0
1369,30/11/2015,New York Red Bulls,Columbus Crew,1,0,1,1
1370,06/12/2015,Columbus Crew,Portland Timbers,1,2,-1,-1
1371,06/03/2016,New York Red Bulls,Toronto FC,0,2,-2,-1
1372,06/03/2016,Chicago Fire,New York City,3,4,-1,-1
1373,06/03/2016,Orlando City,Real Salt Lake,2,2,0,0
1374,06/03/2016,FC Dallas,Philadelphia Union,2,0,2,1
1375,06/03/2016,Houston Dynamo,New England Revolution,3,3,0,0
1376,06/03/2016,San Jose Earthquakes,Colorado Rapids,1,0,1,1
1377,06/03/2016,Portland Timbers,Columbus Crew,2,1,1,1
1378,06/03/2016,Vancouver Whitecaps,Montreal Impact,2,3,-1,-1
1379,07/03/2016,Seattle Sounders,Sporting Kansas City,0,1,-1,-1
1380,07/03/2016,Los Angeles Galaxy,DC United,4,1,3,1
1381,12/03/2016,Orlando City,Chicago Fire,1,1,0,0
1382,12/03/2016,New England Revolution,DC United,0,0,0,0
1383,12/03/2016,Montreal Impact,New York Red Bulls,3,0,3,1
1384,12/03/2016,Real Salt Lake,Seattle Sounders,2,1,1,1
1385,13/03/2016,Colorado Rapids,Los Angeles Galaxy,1,0,1,1
1386,13/03/2016,Columbus Crew,Philadelphia Union,1,2,-1,-1
1387,13/03/2016,Houston Dynamo,FC Dallas,5,0,5,1
1388,13/03/2016,Sporting Kansas City,Vancouver Whitecaps,2,1,1,1
1389,13/03/2016,New York City,Toronto FC,2,2,0,0
1390,13/03/2016,San Jose Earthquakes,Portland Timbers,2,1,1,1
1391,18/03/2016,New York City,Orlando City,0,1,-1,-1
1392,19/03/2016,Chicago Fire,Columbus Crew,0,0,0,0
1393,19/03/2016,New York Red Bulls,Houston Dynamo,4,3,1,1
1394,20/03/2016,FC Dallas,Montreal Impact,2,0,2,1
1395,20/03/2016,Seattle Sounders,Vancouver Whitecaps,1,2,-1,-1
1396,20/03/2016,Los Angeles Galaxy,San Jose Earthquakes,3,1,2,1
1397,20/03/2016,Portland Timbers,Real Salt Lake,2,2,0,0
1398,20/03/2016,Philadelphia Union,New England Revolution,3,0,3,1
1399,20/03/2016,DC United,Colorado Rapids,1,1,0,0
1400,20/03/2016,Sporting Kansas City,Toronto FC,1,0,1,1
1401,26/03/2016,New York City,New England Revolution,1,1,0,0
1402,26/03/2016,DC United,FC Dallas,0,3,-3,-1
1403,27/03/2016,Vancouver Whitecaps,Houston Dynamo,1,0,1,1
1404,02/04/2016,New England Revolution,New York Red Bulls,1,0,1,1
1405,02/04/2016,Chicago Fire,Philadelphia Union,1,0,1,1
1406,03/04/2016,Colorado Rapids,Toronto FC,1,0,1,1
1407,03/04/2016,Sporting Kansas City,Real Salt Lake,1,2,-1,-1
1408,03/04/2016,FC Dallas,Columbus Crew,1,1,0,0
1409,03/04/2016,Seattle Sounders,Montreal Impact,1,0,1,1
1410,03/04/2016,Vancouver Whitecaps,Los Angeles Galaxy,0,0,0,0
1411,03/04/2016,San Jose Earthquakes,DC United,1,1,0,0
1412,04/04/2016,Orlando City,Portland Timbers,4,1,3,1
1413,09/04/2016,Philadelphia Union,Orlando City,2,1,1,1
1414,09/04/2016,Montreal Impact,Columbus Crew,2,0,2,1
1415,09/04/2016,New England Revolution,Toronto FC,1,1,0,0
1416,09/04/2016,DC United,Vancouver Whitecaps,4,0,4,1
1417,10/04/2016,New York Red Bulls,Sporting Kansas City,0,2,-2,-1
1418,10/04/2016,FC Dallas,San Jose Earthquakes,2,2,0,0
1419,10/04/2016,Real Salt Lake,Colorado Rapids,1,0,1,1
1420,10/04/2016,Houston Dynamo,Seattle Sounders,1,1,0,0
1421,11/04/2016,New York City,Chicago Fire,0,0,0,0
1422,11/04/2016,Los Angeles Galaxy,Portland Timbers,1,1,0,0
1423,14/04/2016,Sporting Kansas City,Colorado Rapids,1,2,-1,-1
1424,14/04/2016,Portland Timbers,FC Dallas,1,3,-2,-1
1425,14/04/2016,San Jose Earthquakes,New York Red Bulls,2,0,2,1
1426,16/04/2016,Houston Dynamo,Los Angeles Galaxy,1,4,-3,-1
1427,16/04/2016,Chicago Fire,Montreal Impact,1,2,-1,-1
1428,16/04/2016,DC United,Toronto FC,0,1,-1,-1
1429,17/04/2016,Columbus Crew,New York City,3,2,1,1
1430,17/04/2016,Colorado Rapids,New York Red Bulls,2,1,1,1
1431,17/04/2016,Real Salt Lake,Vancouver Whitecaps,1,0,1,1
1432,17/04/2016,Seattle Sounders,Philadelphia Union,2,1,1,1
1433,17/04/2016,Portland Timbers,San Jose Earthquakes,3,1,2,1
1434,17/04/2016,Orlando City,New England Revolution,2,2,0,0
1435,18/04/2016,FC Dallas,Sporting Kansas City,2,1,1,1
1436,23/04/2016,Montreal Impact,Toronto FC,0,2,-2,-1
1437,23/04/2016,Philadelphia Union,New York City,2,0,2,1
1438,23/04/2016,DC United,New England Revolution,3,0,3,1
1439,24/04/2016,Columbus Crew,Houston Dynamo,1,0,1,1
1440,24/04/2016,Colorado Rapids,Seattle Sounders,3,1,2,1
1441,24/04/2016,Los Angeles Galaxy,Real Salt Lake,5,2,3,1
1442,24/04/2016,Vancouver Whitecaps,FC Dallas,3,0,3,1
1443,24/04/2016,San Jose Earthquakes,Sporting Kansas City,1,0,1,1
1444,25/04/2016,New York Red Bulls,Orlando City,3,2,1,1
1445,28/04/2016,New York City,Montreal Impact,1,1,0,0
1446,28/04/2016,New England Revolution,Portland Timbers,1,1,0,0
1447,28/04/2016,Vancouver Whitecaps,Sporting Kansas City,1,1,0,0
1448,30/04/2016,New York Red Bulls,FC Dallas,4,0,4,1
1449,30/04/2016,Montreal Impact,Colorado Rapids,2,2,0,0
1450,30/04/2016,New York City,Vancouver Whitecaps,3,2,1,1
1451,30/04/2016,Philadelphia Union,San Jose Earthquakes,1,1,0,0
1452,30/04/2016,Seattle Sounders,Columbus Crew,1,0,1,1
1453,30/04/2016,Chicago Fire,DC United,1,1,0,0
1454,01/05/2016,New England Revolution,Orlando City,2,2,0,0
1455,01/05/2016,Real Salt Lake,Houston Dynamo,2,1,1,1
1456,01/05/2016,Portland Timbers,Toronto FC,2,1,1,1
1457,02/05/2016,Sporting Kansas City,Los Angeles Galaxy,1,1,0,0
1458,07/05/2016,Orlando City,New York Red Bulls,1,1,0,0
1459,07/05/2016,Vancouver Whitecaps,Portland Timbers,2,1,1,1
1460,08/05/2016,Columbus Crew,Montreal Impact,4,4,0,0
1461,08/05/2016,Toronto FC,FC Dallas,1,0,1,1
1462,08/05/2016,Houston Dynamo,Sporting Kansas City,2,0,2,1
1463,08/05/2016,Colorado Rapids,Real Salt Lake,1,0,1,1
1464,08/05/2016,Seattle Sounders,San Jose Earthquakes,2,0,2,1
1465,08/05/2016,Los Angeles Galaxy,New England Revolution,4,2,2,1
1466,09/05/2016,DC United,New York City,0,2,-2,-1
1467,12/05/2016,Philadelphia Union,Los Angeles Galaxy,2,2,0,0
1468,12/05/2016,Colorado Rapids,Sporting Kansas City,1,0,1,1
1469,12/05/2016,FC Dallas,Portland Timbers,2,1,1,1
1470,12/05/2016,Vancouver Whitecaps,Chicago Fire,2,1,1,1
1471,12/05/2016,San Jose Earthquakes,Houston Dynamo,3,1,2,1
1472,14/05/2016,DC United,New York Red Bulls,2,0,2,1
1473,14/05/2016,Montreal Impact,Philadelphia Union,1,1,0,0
1474,15/05/2016,Columbus Crew,Colorado Rapids,1,1,0,0
1475,15/05/2016,New England Revolution,Chicago Fire,2,0,2,1
1476,15/05/2016,Toronto FC,Vancouver Whitecaps,3,4,-1,-1
1477,15/05/2016,FC Dallas,Seattle Sounders,2,0,2,1
1478,15/05/2016,Houston Dynamo,Real Salt Lake,1,0,1,1
1479,15/05/2016,Sporting Kansas City,Orlando City,2,1,1,1
1480,16/05/2016,Portland Timbers,New York City,1,2,-1,-1
1481,19/05/2016,Toronto FC,New York City,1,1,0,0
1482,19/05/2016,New York Red Bulls,Chicago Fire,1,0,1,1
1483,21/05/2016,Philadelphia Union,DC United,1,0,1,1
1484,21/05/2016,New York City,New York Red Bulls,0,7,-7,-1
1485,21/05/2016,Chicago Fire,Houston Dynamo,1,0,1,1
1486,21/05/2016,Toronto FC,Columbus Crew,0,0,0,0
1487,22/05/2016,New England Revolution,FC Dallas,2,4,-2,-1
1488,22/05/2016,Orlando City,Montreal Impact,2,1,1,1
1489,22/05/2016,Sporting Kansas City,Real Salt Lake,1,3,-2,-1
1490,22/05/2016,Seattle Sounders,Colorado Rapids,0,1,-1,-1
1491,22/05/2016,Portland Timbers,Vancouver Whitecaps,4,2,2,1
1492,23/05/2016,Los Angeles Galaxy,San Jose Earthquakes,1,1,0,0
1493,26/05/2016,Orlando City,Philadelphia Union,2,2,0,0
1494,28/05/2016,Sporting Kansas City,DC United,0,1,-1,-1
1495,28/05/2016,Vancouver Whitecaps,Houston Dynamo,1,1,0,0
1496,29/05/2016,New York Red Bulls,Toronto FC,3,0,3,1
1497,29/05/2016,Columbus Crew,Real Salt Lake,4,3,1,1
1498,29/05/2016,New England Revolution,Seattle Sounders,2,1,1,1
1499,29/05/2016,Montreal Impact,Los Angeles Galaxy,3,2,1,1
1500,29/05/2016,Chicago Fire,Portland Timbers,1,1,0,0
1501,29/05/2016,Colorado Rapids,Philadelphia Union,1,1,0,0
1502,29/05/2016,San Jose Earthquakes,FC Dallas,0,0,0,0
1503,29/05/2016,New York City,Orlando City,2,2,0,0
1504,02/06/2016,Philadelphia Union,Columbus Crew,3,2,1,1
1505,02/06/2016,DC United,Seattle Sounders,0,2,-2,-1
1506,02/06/2016,Portland Timbers,San Jose Earthquakes,1,0,1,1
1507,03/06/2016,New York City,Real Salt Lake,2,3,-1,-1
1508,03/06/2016,FC Dallas,Houston Dynamo,1,1,0,0
1509,03/06/2016,Los Angeles Galaxy,Sporting Kansas City,0,0,0,0
1510,18/06/2016,New York City,Philadelphia Union,3,2,1,1
1511,19/06/2016,Vancouver Whitecaps,New England Revolution,1,2,-1,-1
1512,19/06/2016,Columbus Crew,Montreal Impact,0,0,0,0
1513,19/06/2016,Orlando City,San Jose Earthquakes,2,2,0,0
1514,19/06/2016,Toronto FC,Los Angeles Galaxy,1,0,1,1
1515,19/06/2016,Colorado Rapids,Chicago Fire,2,1,1,1
1516,19/06/2016,Houston Dynamo,DC United,0,0,0,0
1517,19/06/2016,Real Salt Lake,Portland Timbers,2,2,0,0
1518,19/06/2016,Sporting Kansas City,FC Dallas,2,0,2,1
1519,20/06/2016,New York Red Bulls,Seattle Sounders,2,0,2,1
1520,23/06/2016,Philadelphia Union,Chicago Fire,4,3,1,1
1521,23/06/2016,Real Salt Lake,New York Red Bulls,2,1,1,1
1522,23/06/2016,Los Angeles Galaxy,Colorado Rapids,0,0,0,0
1523,25/06/2016,Seattle Sounders,New York City,0,2,-2,-1
1524,26/06/2016,DC United,New England Revolution,2,0,2,1
1525,26/06/2016,Philadelphia Union,Vancouver Whitecaps,2,3,-1,-1
1526,26/06/2016,Columbus Crew,New York Red Bulls,1,1,0,0
1527,26/06/2016,Montreal Impact,Sporting Kansas City,2,2,0,0
1528,26/06/2016,Orlando City,Toronto FC,3,2,1,1
1529,26/06/2016,FC Dallas,Real Salt Lake,2,0,2,1
1530,26/06/2016,San Jose Earthquakes,Los Angeles Galaxy,1,1,0,0
1531,26/06/2016,Portland Timbers,Houston Dynamo,3,2,1,1
1532,02/07/2016,Chicago Fire,San Jose Earthquakes,1,0,1,1
1533,02/07/2016,Real Salt Lake,DC United,1,1,0,0
1534,02/07/2016,Montreal Impact,New England Revolution,3,2,1,1
1535,03/07/2016,Toronto FC,Seattle Sounders,1,1,0,0
1536,03/07/2016,Houston Dynamo,Philadelphia Union,1,0,1,1
1537,03/07/2016,New York City,New York Red Bulls,2,0,2,1
1538,04/07/2016,Sporting Kansas City,Columbus Crew,3,2,1,1
1539,05/07/2016,Colorado Rapids,Portland Timbers,0,0,0,0
1540,05/07/2016,FC Dallas,Orlando City,4,0,4,1
1541,05/07/2016,Los Angeles Galaxy,Vancouver Whitecaps,2,0,2,1
1542,07/07/2016,New England Revolution,New York City,0,1,-1,-1
1543,09/07/2016,Orlando City,Houston Dynamo,0,0,0,0
1544,09/07/2016,San Jose Earthquakes,FC Dallas,0,1,-1,-1
1545,09/07/2016,Seattle Sounders,Los Angeles Galaxy,0,1,-1,-1
1546,10/07/2016,Philadelphia Union,DC United,3,0,3,1
1547,10/07/2016,New England Revolution,Columbus Crew,3,1,2,1
1548,10/07/2016,Toronto FC,Chicago Fire,1,0,1,1
1549,10/07/2016,Real Salt Lake,Montreal Impact,1,1,0,0
1550,10/07/2016,Vancouver Whitecaps,Colorado Rapids,2,2,0,0
1551,10/07/2016,New York Red Bulls,Portland Timbers,0,0,0,0
1552,11/07/2016,Sporting Kansas City,New York City,3,1,2,1
1553,14/07/2016,Columbus Crew,Toronto FC,1,1,0,0
1554,14/07/2016,New York Red Bulls,Orlando City,2,0,2,1
1555,14/07/2016,Chicago Fire,Sporting Kansas City,1,0,1,1
1556,14/07/2016,Portland Timbers,Montreal Impact,1,1,0,0
1557,14/07/2016,Seattle Sounders,FC Dallas,5,0,5,1
1558,14/07/2016,Vancouver Whitecaps,Real Salt Lake,2,0,2,1
1559,16/07/2016,Los Angeles Galaxy,Houston Dynamo,1,0,1,1
1560,17/07/2016,Columbus Crew,DC United,1,1,0,0
1561,17/07/2016,Colorado Rapids,Sporting Kansas City,1,0,1,1
1562,17/07/2016,FC Dallas,Chicago Fire,3,1,2,1
1563,17/07/2016,Real Salt Lake,New England Revolution,0,0,0,0
1564,17/07/2016,Vancouver Whitecaps,Orlando City,2,2,0,0
1565,17/07/2016,San Jose Earthquakes,Toronto FC,2,1,1,1
1566,17/07/2016,Portland Timbers,Seattle Sounders,3,1,2,1
1567,17/07/2016,Montreal Impact,New York City,1,3,-2,-1
1568,18/07/2016,Philadelphia Union,New York Red Bulls,2,2,0,0
1569,23/07/2016,Real Salt Lake,San Jose Earthquakes,1,1,0,0
1570,23/07/2016,Portland Timbers,Los Angeles Galaxy,1,2,-1,-1
1571,24/07/2016,Columbus Crew,Orlando City,2,2,0,0
1572,24/07/2016,Montreal Impact,Philadelphia Union,5,1,4,1
1573,24/07/2016,New England Revolution,Chicago Fire,1,0,1,1
1574,24/07/2016,Toronto FC,DC United,4,1,3,1
1575,24/07/2016,Colorado Rapids,FC Dallas,1,1,0,0
1576,24/07/2016,Houston Dynamo,Vancouver Whitecaps,0,0,0,0
1577,24/07/2016,New York Red Bulls,New York City,4,1,3,1
1578,24/07/2016,Sporting Kansas City,Seattle Sounders,3,0,3,1
1579,30/07/2016,New York City,Colorado Rapids,5,1,4,1
1580,31/07/2016,Sporting Kansas City,Portland Timbers,1,0,1,1
1581,31/07/2016,Seattle Sounders,Los Angeles Galaxy,1,1,0,0
1582,31/07/2016,FC Dallas,Vancouver Whitecaps,2,0,2,1
1583,31/07/2016,DC United,Montreal Impact,1,1,0,0
1584,01/08/2016,Chicago Fire,New York Red Bulls,2,2,0,0
1585,01/08/2016,Philadelphia Union,Real Salt Lake,1,2,-1,-1
1586,01/08/2016,Orlando City,New England Revolution,3,1,2,1
1587,01/08/2016,Toronto FC,Columbus Crew,3,0,3,1
1588,01/08/2016,Houston Dynamo,San Jose Earthquakes,1,1,0,0
1589,04/08/2016,Toronto FC,Real Salt Lake,1,0,1,1
1590,06/08/2016,San Jose Earthquakes,New York City,0,0,0,0
1591,07/08/2016,DC United,Philadelphia Union,2,2,0,0
1592,07/08/2016,Montreal Impact,Houston Dynamo,1,0,1,1
1593,07/08/2016,Toronto FC,New England Revolution,4,1,3,1
1594,07/08/2016,Colorado Rapids,Vancouver Whitecaps,2,0,2,1
1595,07/08/2016,Real Salt Lake,Chicago Fire,3,1,2,1
1596,07/08/2016,Portland Timbers,Sporting Kansas City,3,0,3,1
1597,08/08/2016,Orlando City,Seattle Sounders,1,3,-2,-1
1598,08/08/2016,Los Angeles Galaxy,New York Red Bulls,2,2,0,0
1599,13/08/2016,Vancouver Whitecaps,San Jose Earthquakes,1,2,-1,-1
1600,14/08/2016,New York Red Bulls,Montreal Impact,3,1,2,1
1601,14/08/2016,Columbus Crew,New York City,3,3,0,0
1602,14/08/2016,New England Revolution,Philadelphia Union,0,4,-4,-1
1603,14/08/2016,DC United,Portland Timbers,2,0,2,1
1604,14/08/2016,FC Dallas,Sporting Kansas City,2,2,0,0
1605,14/08/2016,Los Angeles Galaxy,Colorado Rapids,1,1,0,0
1606,14/08/2016,Chicago Fire,Orlando City,2,2,0,0
1607,15/08/2016,Seattle Sounders,Real Salt Lake,2,1,1,1
1608,15/08/2016,Houston Dynamo,Toronto FC,1,1,0,0
1609,20/08/2016,San Jose Earthquakes,Houston Dynamo,1,2,-1,-1
1610,20/08/2016,New York City,Los Angeles Galaxy,1,0,1,1
1611,21/08/2016,Philadelphia Union,Toronto FC,1,3,-2,-1
1612,21/08/2016,Montreal Impact,Chicago Fire,0,3,-3,-1
1613,21/08/2016,New England Revolution,Columbus Crew,0,2,-2,-1
1614,21/08/2016,Colorado Rapids,Orlando City,0,0,0,0
1615,21/08/2016,Real Salt Lake,FC Dallas,1,0,1,1
1616,21/08/2016,Sporting Kansas City,Vancouver Whitecaps,2,0,2,1
1617,21/08/2016,DC United,New York Red Bulls,2,2,0,0
1618,22/08/2016,Seattle Sounders,Portland Timbers,3,1,2,1
1619,25/08/2016,Columbus Crew,Philadelphia Union,1,2,-1,-1
1620,25/08/2016,Montreal Impact,DC United,1,1,0,0
1621,25/08/2016,Orlando City,Toronto FC,1,2,-1,-1
1622,25/08/2016,Chicago Fire,Los Angeles Galaxy,2,2,0,0
1623,25/08/2016,Houston Dynamo,Seattle Sounders,1,1,0,0
1624,25/08/2016,San Jose Earthquakes,New England Revolution,0,0,0,0
1625,27/08/2016,Real Salt Lake,Colorado Rapids,2,1,1,1
1626,28/08/2016,DC United,Chicago Fire,6,2,4,1
1627,28/08/2016,Philadelphia Union,Sporting Kansas City,2,0,2,1
1628,28/08/2016,Columbus Crew,San Jose Earthquakes,2,0,2,1
1629,28/08/2016,Toronto FC,Montreal Impact,0,1,-1,-1
1630,28/08/2016,Houston Dynamo,FC Dallas,1,3,-2,-1
1631,28/08/2016,Los Angeles Galaxy,Vancouver Whitecaps,0,0,0,0
1632,28/08/2016,New York Red Bulls,New England Revolution,1,0,1,1
1633,28/08/2016,Portland Timbers,Seattle Sounders,4,2,2,1
1634,29/08/2016,Orlando City,New York City,2,1,1,1
1635,02/09/2016,New York City,DC United,3,2,1,1
1636,04/09/2016,Vancouver Whitecaps,New York Red Bulls,0,1,-1,-1
1637,04/09/2016,New England Revolution,Colorado Rapids,2,0,2,1
1638,04/09/2016,Chicago Fire,Philadelphia Union,3,0,3,1
1639,04/09/2016,FC Dallas,Portland Timbers,3,1,2,1
1640,04/09/2016,Los Angeles Galaxy,Columbus Crew,2,1,1,1
1641,08/09/2016,Montreal Impact,Orlando City,1,4,-3,-1
1642,08/09/2016,Real Salt Lake,Los Angeles Galaxy,3,3,0,0
1643,10/09/2016,Sporting Kansas City,Houston Dynamo,3,3,0,0
1644,10/09/2016,Columbus Crew,Vancouver Whitecaps,1,3,-2,-1
1645,11/09/2016,Philadelphia Union,Montreal Impact,1,1,0,0
1646,11/09/2016,New England Revolution,New York City,3,1,2,1
1647,11/09/2016,Chicago Fire,Toronto FC,1,2,-1,-1
1648,11/09/2016,FC Dallas,Colorado Rapids,0,1,-1,-1
1649,11/09/2016,Portland Timbers,Real Salt Lake,1,0,1,1
1650,11/09/2016,San Jose Earthquakes,Seattle Sounders,1,1,0,0
1651,11/09/2016,New York Red Bulls,DC United,2,2,0,0
1652,12/09/2016,Los Angeles Galaxy,Orlando City,4,2,2,1
1653,17/09/2016,Chicago Fire,DC United,2,2,0,0
1654,17/09/2016,Seattle Sounders,Vancouver Whitecaps,1,0,1,1
